weapon_class,weapon_damage,weapon_cooldownAfterLastBullet,weapon_reloadTime,weapon_ammo,weapon_projectile_speed,weapon_projectile_range,weapon_projectile_spawn_delay_after_shot,CollectionID,StarLevel,IsNFT,level,name
Automatic,2420.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,9,Blaster
Automatic,1940.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,9,Blaster-X
Automatic,2020.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,9,Blaster-X
Automatic,2100.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,9,Blaster-X
Automatic,2180.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,9,Blaster-X
Automatic,2640.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,9,Blaster-X
Automatic,2995.2000000000003,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,9,Blaster-X
Explosive,1320.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,9,Mortar Gun
Explosive,1452.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,9,Mortar Gun
Explosive,1532.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,9,Mortar Gun
Explosive,1612.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,9,Mortar Gun
Explosive,1692.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,9,Mortar Gun
Explosive,1860.6000000000001,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,9,Mortar Gun
Explosive,1360.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,9,Mortar Gun X
Explosive,1408.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,9,Mortar Gun X
Explosive,1472.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,9,Mortar Gun X
Explosive,1600.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,9,Mortar Gun X
Explosive,1736.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,9,Mortar Gun X
Explosive,2027.04,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,9,Mortar Gun X
Elemental,1160.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,9,Tesla Gun
Elemental,1240.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,9,Tesla Gun
Elemental,1450.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,9,Tesla Gun
Elemental,1530.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,9,Tesla Gun
Elemental,1610.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,9,Tesla Gun
Elemental,1690.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,9,Tesla Gun
Elemental,1240.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,9,Tesla Gun X
Elemental,1320.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,9,Tesla Gun X
Elemental,1400.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,9,Tesla Gun X
Elemental,1480.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,9,Tesla Gun X
Elemental,1840.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,9,Tesla Gun X
Elemental,2140.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,9,Tesla Gun X
Precision,1260.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,9,Railgun
Precision,1340.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,9,Railgun
Precision,1420.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,9,Railgun
Precision,1500.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,9,Railgun
Precision,1620.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,9,Railgun
Precision,1740.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,9,Railgun
Precision,1300.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,9,Railgun-X
Precision,1356.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,9,Railgun-X
Precision,1452.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,9,Railgun-X
Precision,1564.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,9,Railgun-X
Precision,1692.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,9,Railgun-X
Precision,1884.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,9,Railgun-X
Elemental,162.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,9,Dragonbreath
Elemental,178.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,2,True,9,Dragonbreath
Elemental,194.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,3,True,9,Dragonbreath
Elemental,210.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,4,True,9,Dragonbreath
Elemental,226.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,5,True,9,Dragonbreath
Elemental,287.5,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,6,True,9,Dragonbreath
Precision,1600.0,1.0,3.0,2,11.0,8.5,0.13,Mythical,1,True,9,Skybreaker
Precision,1696.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,2,True,9,Skybreaker
Precision,1808.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,3,True,9,Skybreaker
Precision,1952.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,9,Skybreaker
Precision,2080.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,9,Skybreaker
Precision,2714.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,9,Skybreaker
Explosive,1556.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,9,Hellfire Launcher
Explosive,1660.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,9,Hellfire Launcher
Explosive,1716.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,9,Hellfire Launcher
Explosive,1876.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,9,Hellfire Launcher
Explosive,2036.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,9,Hellfire Launcher
Explosive,2626.6,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,9,Hellfire Launcher
Automatic,314.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,9,Titan Shredder
Automatic,346.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,9,Titan Shredder
Automatic,378.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,9,Titan Shredder
Automatic,410.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,9,Titan Shredder
Automatic,442.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,9,Titan Shredder
Automatic,609.5,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,9,Titan Shredder
Spread,1410.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,9,Helios Cannon
Spread,1490.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,9,Helios Cannon
Spread,1570.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,9,Helios Cannon
Spread,1658.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,9,Helios Cannon
Spread,1866.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,9,Helios Cannon
Spread,2339.1,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,9,Helios Cannon
Precision,1160.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,9,Wrath Of Artemis
Precision,1240.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,9,Wrath Of Artemis
Precision,1320.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,9,Wrath Of Artemis
Precision,1400.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,9,Wrath Of Artemis
Precision,1520.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,9,Wrath Of Artemis
Precision,1885.9999999999998,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,9,Wrath Of Artemis
Spread,2380.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,10,Boomstick
Spread,2570.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,10,Boomstick
Spread,2660.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,10,Boomstick
Spread,2750.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,10,Boomstick
Spread,2885.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,10,Boomstick
Spread,3020.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,10,Boomstick
Spread,2488.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,10,Boomstick-X
Spread,2696.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,10,Boomstick-X
Spread,2777.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,10,Boomstick-X
Spread,2903.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,10,Boomstick-X
Spread,3065.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,10,Boomstick-X
Spread,3578.0800000000004,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,10,Boomstick-X
Automatic,1880.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,10,Blaster
Automatic,2050.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,10,Blaster
Automatic,2140.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,10,Blaster
Automatic,2230.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,10,Blaster
Automatic,2365.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,10,Blaster
Automatic,2500.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,10,Blaster
Automatic,1970.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,10,Blaster-X
Automatic,2060.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,10,Blaster-X
Automatic,2150.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,10,Blaster-X
Automatic,2240.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,10,Blaster-X
Automatic,2720.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,10,Blaster-X
Automatic,3109.6,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,10,Blaster-X
Explosive,1335.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,10,Mortar Gun
Explosive,1476.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,10,Mortar Gun
Explosive,1566.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,10,Mortar Gun
Explosive,1656.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,10,Mortar Gun
Explosive,1746.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,10,Mortar Gun
Explosive,1927.8000000000002,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,10,Mortar Gun
Explosive,1380.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,10,Mortar Gun X
Explosive,1434.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,10,Mortar Gun X
Explosive,1506.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,10,Mortar Gun X
Explosive,1650.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,10,Mortar Gun X
Explosive,1803.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,10,Mortar Gun X
Explosive,2125.92,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,10,Mortar Gun X
Elemental,1180.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,10,Tesla Gun
Elemental,1270.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,10,Tesla Gun
Elemental,1490.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,10,Tesla Gun
Elemental,1580.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,10,Tesla Gun
Elemental,1670.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,10,Tesla Gun
Elemental,1760.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,10,Tesla Gun
Elemental,1270.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,10,Tesla Gun X
Elemental,1360.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,10,Tesla Gun X
Elemental,1450.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,10,Tesla Gun X
Elemental,1540.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,10,Tesla Gun X
Elemental,1920.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,10,Tesla Gun X
Elemental,2247.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,10,Tesla Gun X
Precision,1280.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,10,Railgun
Precision,1370.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,10,Railgun
Precision,1460.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,10,Railgun
Precision,1550.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,10,Railgun
Precision,1685.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,10,Railgun
Precision,1820.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,10,Railgun
Precision,1325.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,10,Railgun-X
Precision,1388.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,10,Railgun-X
Precision,1496.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,10,Railgun-X
Precision,1622.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,10,Railgun-X
Precision,1766.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,10,Railgun-X
Precision,1982.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,10,Railgun-X
Elemental,166.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,10,Dragonbreath
Elemental,184.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,2,True,10,Dragonbreath
Elemental,202.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,3,True,10,Dragonbreath
Elemental,220.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,4,True,10,Dragonbreath
Elemental,238.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,5,True,10,Dragonbreath
Elemental,304.75,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,6,True,10,Dragonbreath
Precision,1625.0,1.0,3.0,2,11.0,8.5,0.13,Mythical,1,True,10,Skybreaker
Precision,1733.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,2,True,10,Skybreaker
Precision,1859.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,3,True,10,Skybreaker
Precision,2021.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,10,Skybreaker
Precision,2165.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,10,Skybreaker
Precision,2852.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,10,Skybreaker
Explosive,1588.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,10,Hellfire Launcher
Explosive,1705.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,10,Hellfire Launcher
Explosive,1768.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,10,Hellfire Launcher
Explosive,1948.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,10,Hellfire Launcher
Explosive,2128.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,10,Hellfire Launcher
Explosive,2768.0499999999997,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,10,Hellfire Launcher
Automatic,322.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,10,Titan Shredder
Automatic,358.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,10,Titan Shredder
Automatic,394.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,10,Titan Shredder
Automatic,430.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,10,Titan Shredder
Automatic,466.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,10,Titan Shredder
Automatic,649.75,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,10,Titan Shredder
Spread,1430.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,10,Helios Cannon
Spread,1520.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,10,Helios Cannon
Spread,1610.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,10,Helios Cannon
Spread,1709.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,10,Helios Cannon
Spread,1943.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,10,Helios Cannon
Spread,2451.7999999999997,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,10,Helios Cannon
Precision,1180.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,10,Wrath Of Artemis
Precision,1270.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,10,Wrath Of Artemis
Precision,1360.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,10,Wrath Of Artemis
Precision,1450.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,10,Wrath Of Artemis
Precision,1585.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,10,Wrath Of Artemis
Precision,1977.9999999999998,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,10,Wrath Of Artemis
Spread,2400.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,11,Boomstick
Spread,2600.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,11,Boomstick
Spread,2700.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,11,Boomstick
Spread,2800.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,11,Boomstick
Spread,2950.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,11,Boomstick
Spread,3100.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,11,Boomstick
Spread,2520.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,11,Boomstick-X
Spread,2740.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,11,Boomstick-X
Spread,2830.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,11,Boomstick-X
Spread,2970.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,11,Boomstick-X
Spread,3150.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,11,Boomstick-X
Spread,3702.2000000000003,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,11,Boomstick-X
Automatic,1900.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,11,Blaster
Automatic,2080.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,11,Blaster
Automatic,2180.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,11,Blaster
Automatic,2280.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,11,Blaster
Automatic,2430.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,11,Blaster
Automatic,2580.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,11,Blaster
Automatic,2000.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,11,Blaster-X
Automatic,2100.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,11,Blaster-X
Automatic,2200.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,11,Blaster-X
Automatic,2300.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,11,Blaster-X
Automatic,2800.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,11,Blaster-X
Automatic,3224.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,11,Blaster-X
Explosive,1350.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,11,Mortar Gun
Explosive,1500.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,11,Mortar Gun
Explosive,1600.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,11,Mortar Gun
Explosive,1700.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,11,Mortar Gun
Explosive,1800.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,11,Mortar Gun
Explosive,1995.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,11,Mortar Gun
Explosive,1400.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,11,Mortar Gun X
Explosive,1460.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,11,Mortar Gun X
Explosive,1540.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,11,Mortar Gun X
Explosive,1700.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,11,Mortar Gun X
Explosive,1870.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,11,Mortar Gun X
Explosive,2224.8,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,11,Mortar Gun X
Elemental,1200.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,11,Tesla Gun
Elemental,1300.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,11,Tesla Gun
Elemental,1530.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,11,Tesla Gun
Elemental,1630.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,11,Tesla Gun
Elemental,1730.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,11,Tesla Gun
Elemental,1830.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,11,Tesla Gun
Elemental,1300.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,11,Tesla Gun X
Elemental,1400.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,11,Tesla Gun X
Elemental,1500.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,11,Tesla Gun X
Elemental,1600.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,11,Tesla Gun X
Elemental,2000.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,11,Tesla Gun X
Elemental,2354.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,11,Tesla Gun X
Precision,1300.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,11,Railgun
Precision,1400.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,11,Railgun
Precision,1500.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,11,Railgun
Precision,1600.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,11,Railgun
Precision,1750.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,11,Railgun
Precision,1900.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,11,Railgun
Precision,1350.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,11,Railgun-X
Precision,1420.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,11,Railgun-X
Precision,1540.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,11,Railgun-X
Precision,1680.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,11,Railgun-X
Precision,1840.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,11,Railgun-X
Precision,2080.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,11,Railgun-X
Elemental,170.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,11,Dragonbreath
Elemental,190.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,2,True,11,Dragonbreath
Elemental,210.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,3,True,11,Dragonbreath
Elemental,230.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,4,True,11,Dragonbreath
Elemental,250.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,5,True,11,Dragonbreath
Elemental,322.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,6,True,11,Dragonbreath
Precision,1650.0,1.0,3.0,2,11.0,8.5,0.13,Mythical,1,True,11,Skybreaker
Precision,1770.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,2,True,11,Skybreaker
Precision,1910.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,3,True,11,Skybreaker
Precision,2090.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,11,Skybreaker
Precision,2250.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,11,Skybreaker
Precision,2989.9999999999995,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,11,Skybreaker
Explosive,1620.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,11,Hellfire Launcher
Explosive,1750.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,11,Hellfire Launcher
Explosive,1820.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,11,Hellfire Launcher
Explosive,2020.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,11,Hellfire Launcher
Explosive,2220.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,11,Hellfire Launcher
Explosive,2909.5,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,11,Hellfire Launcher
Automatic,330.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,11,Titan Shredder
Automatic,370.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,11,Titan Shredder
Automatic,410.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,11,Titan Shredder
Automatic,450.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,11,Titan Shredder
Automatic,490.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,11,Titan Shredder
Automatic,690.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,11,Titan Shredder
Spread,1450.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,11,Helios Cannon
Spread,1550.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,11,Helios Cannon
Spread,1650.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,11,Helios Cannon
