identifier,collection,name,url,thumbnailUrl,owner,rank,priceCurrency,priceAmount,Background,Body,Earrings,Eyes,Face,Head,Headgear,LegAccessories,Legs,Mouth,Perk 1,Perk 2,Rarity Class,Skin,Species,level,health,shield,talent_points_available,talent_points_total,earn_rate,character_tokens,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
CRHEROES-9edff2-78,CRHEROES-9edff2,Space Shark #120,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Scavenger,Cool Moves,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
CRHEROES-9edff2-79,CRHEROES-9edff2,Space Shark #121,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Escape Artist,Perseverance,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
CRHEROES-9edff2-7a,CRHEROES-9edff2,Space Shark #122,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Scavenger,Overshield,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CRHEROES-9edff2-7b,CRHEROES-9edff2,Space Shark #123,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Resilience,Stonewall,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-7c,CRHEROES-9edff2,Space Shark #124,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Overshield,Adrenaline Rush,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-7d,CRHEROES-9edff2,Space Shark #125,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Scatter Weapons Proficiency,Precision Weapons Proficiency,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
CRHEROES-9edff2-7e,CRHEROES-9edff2,Space Shark #126,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Precision Weapons Proficiency,Nano Meds,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0
CRHEROES-9edff2-7f,CRHEROES-9edff2,Space Shark #127,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Galvanized,Hodler,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-80,CRHEROES-9edff2,Space Shark #128,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Elemental Weapons Proficiency,Cool Moves,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10
CRHEROES-9edff2-81,CRHEROES-9edff2,Space Shark #129,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Escape Artist,Overshield,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
CRHEROES-9edff2-82,CRHEROES-9edff2,Space Shark #130,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Explosive Weapons Proficiency,Nano Meds,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
CRHEROES-9edff2-83,CRHEROES-9edff2,Space Shark #131,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Explosive Weapons Proficiency,Escape Artist,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0
CRHEROES-9edff2-84,CRHEROES-9edff2,Space Shark #132,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Hodler,Galvanized,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-85,CRHEROES-9edff2,Space Shark #133,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Overachiever,Scatter Weapons Proficiency,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
CRHEROES-9edff2-86,CRHEROES-9edff2,Space Shark #134,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Precision Weapons Proficiency,Elemental Weapons Proficiency,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
CRHEROES-9edff2-87,CRHEROES-9edff2,Space Shark #135,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Perseverance,Overshield,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-88,CRHEROES-9edff2,Space Shark #136,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Resilience,Automatic Weapons Proficiency,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0
CRHEROES-9edff2-89,CRHEROES-9edff2,Space Shark #137,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Cold Blooded,Scatter Weapons Proficiency,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0
CRHEROES-9edff2-8a,CRHEROES-9edff2,Space Shark #138,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Cold Blooded,Adrenaline Rush,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-8b,CRHEROES-9edff2,Space Shark #139,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Scatter Weapons Proficiency,Escape Artist,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0
CRHEROES-9edff2-8c,CRHEROES-9edff2,Space Shark #140,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Stonewall,Galvanized,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-8d,CRHEROES-9edff2,Space Shark #141,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Perseverance,Adrenaline Rush,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-8e,CRHEROES-9edff2,Space Shark #142,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Scatter Weapons Proficiency,Automatic Weapons Proficiency,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
CRHEROES-9edff2-8f,CRHEROES-9edff2,Space Shark #143,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Precision Weapons Proficiency,Brawler,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0
CRHEROES-9edff2-90,CRHEROES-9edff2,Space Shark #144,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Adrenaline Rush,Scatter Weapons Proficiency,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
CRHEROES-9edff2-91,CRHEROES-9edff2,Space Shark #145,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Adrenaline Rush,Scavenger,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CRHEROES-9edff2-92,CRHEROES-9edff2,Space Shark #146,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Adrenaline Rush,Overachiever,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-93,CRHEROES-9edff2,Space Shark #147,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Black Widow,Galvanized,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-94,CRHEROES-9edff2,Space Shark #148,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Perseverance,Stonewall,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-95,CRHEROES-9edff2,Space Shark #149,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Elemental Weapons Proficiency,Nano Meds,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
CRHEROES-9edff2-96,CRHEROES-9edff2,Space Shark #150,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Galvanized,Black Widow,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-97,CRHEROES-9edff2,Space Shark #151,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Automatic Weapons Proficiency,Overshield,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CRHEROES-9edff2-98,CRHEROES-9edff2,Space Shark #152,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Overshield,Cold Blooded,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-99,CRHEROES-9edff2,Space Shark #153,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Hodler,Nano Meds,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-9a,CRHEROES-9edff2,Space Shark #154,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Black Widow,Explosive Weapons Proficiency,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CRHEROES-9edff2-9b,CRHEROES-9edff2,Space Shark #155,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Overshield,Overachiever,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-9c,CRHEROES-9edff2,Space Shark #156,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Adrenaline Rush,Elemental Weapons Proficiency,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CRHEROES-9edff2-9d,CRHEROES-9edff2,Space Shark #157,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Grounded,Nano Meds,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-9e,CRHEROES-9edff2,Space Shark #158,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Automatic Weapons Proficiency,Black Widow,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CRHEROES-9edff2-9f,CRHEROES-9edff2,Space Shark #159,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Stonewall,Perseverance,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-a0,CRHEROES-9edff2,Space Shark #160,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Adrenaline Rush,Nano Meds,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-a1,CRHEROES-9edff2,Space Shark #161,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/gold_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-84693664,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Prisoner,None,Angry,None,None,Default,None,Prisoner,Knife,Nano Meds,Scavenger,Gold,Scarred,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0
