identifier,collection,name,url,thumbnailUrl,owner,rank,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2,priceCurrency,priceAmount,level,character_tokens,health,shield,talent_points_available,talent_points_total,earn_rate,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
CEA-2d29f9-1a,CEA-2d29f9,Genesis Cantina Elrond Ape #698,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/698.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b05bdcb7,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,350,Genesis Cantina Elrond Ape,Gold,Default,Gold Open,Gold,Funny Nose,Bubble Gum,None,Dandy,Tactical Vest Orange,Titan Pants Green,Tactical Bags Brown,Golden,Black Widow,Brawler,,,15,283,5315,2843,45,45,3.01,2,1,0,0,0,3,12,2,1,2,6,0,4,0,2,10,0,0,0,0,0
CEA-2d29f9-1b,CEA-2d29f9,Genesis Cantina Elrond Ape #39,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/39.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-df8d8483,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,93,Genesis Cantina Elrond Ape,Legendary,Default,Robot Open,Robot,MetaScreen Matrix,Bubble Gum,None,Wizzard,Mercenary Armor Mk.2 Blue,Cyborg Legs Red,None,Neon,Explosive Weapons Proficiency,Hodler,,,20,0,7336,4266,70,70,4.47,0,14,1,3,1,0,0,0,0,0,0,0,0,2,0,0,2,3,1,11,2
CEA-2d29f9-1c,CEA-2d29f9,Genesis Cantina Elrond Ape #699,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/699.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-52e86330,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,437,Genesis Cantina Elrond Ape,Gold,Default,Platinum Closed,Platinum,Cyborg,None,Punk,Sugegasa,Company Armor Mk.2 Red,Titan Pants Red,Ammo Belt,Golden,Hodler,Overachiever,,,15,1877,5315,2843,45,45,3.01,11,11,0,0,1,1,3,0,4,3,5,3,3,1,0,4,0,0,0,0,0
CEA-2d29f9-1d,CEA-2d29f9,Genesis Cantina Elrond Ape #1842,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1842.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e99c95f7,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1554,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Candy Cane,None,None,Tank Shirt Blue,Pilot Pants White,Titan Bags Red,Desert,Explosive Weapons Proficiency,Overachiever,,,1,74,2600,1350,0,0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CEA-2d29f9-1e,CEA-2d29f9,Genesis Cantina Elrond Ape #1269,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1269.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-26fc1cd4,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,827,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,Funny Nose,None,Punk,Viking,Company Armor Red,Mercenary Pants Blue,Tech Belt Red,Artic,Escape Artist,Grounded,,,5,247,3064,1587,0,0,1.37,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
CEA-2d29f9-1f,CEA-2d29f9,Genesis Cantina Elrond Ape #1121,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1121.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-af7e5820,erd1n2remt9lhdde6flr25pc0mjdjyaypakun62rzkv2ylwe6xrvq3kq2rtpr7,989,Genesis Cantina Elrond Ape,Silver,Default,Gold Open,Gold,None,Bubble Gum,None,Skull,Pilot Armor Brown,Company Pants Black,Titan Bags Brown,Artic,Elemental Weapons Proficiency,Scatter Weapons Proficiency,,,8,7396,3538,1833,10,10,1.74,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,11
CEA-2d29f9-20,CEA-2d29f9,Genesis Cantina Elrond Ape #1614,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1614.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7070f734,erd1000qzks5fdxhyhzxxr79mhl2vyc2ahssxjnly5udvn0pfdn7sgyqdcxkee,1608,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,Steampunk,Bone,Punk,None,Bandolier,Pilot Pants Black,None,Desert,Nano Meds,Elemental Weapons Proficiency,,,8,2276,3407,1768,10,10,1.74,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
CEA-2d29f9-21,CEA-2d29f9,Genesis Cantina Elrond Ape #629,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/629.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-52812f11,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,309,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,Green Visor,Party Blower,None,Gold Crown,Company Armor Red,Mercenary Pants Blue,Dual Dagger Holster Black,Golden,Stonewall,Grounded,,,10,887,4073,2179,20,20,2.03,1,0,10,10,0,1,0,3,4,4,0,3,0,0,0,4,0,0,0,0,0
CEA-2d29f9-22,CEA-2d29f9,Genesis Cantina Elrond Ape #428,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/428.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-96a4520b,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,496,Genesis Cantina Elrond Ape,Gold,Augmented,Camo Open,Camo,Cyborg,Bubble Gum,None,Sugegasa,Pilot Armor Green,Tactical Pants Blue,Company Bags Blue,Golden,Brawler,Black Widow,,,1,21,2800,1500,0,0,1.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0
CEA-2d29f9-23,CEA-2d29f9,Genesis Cantina Elrond Ape #1496,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1496.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-79eed005,erd1rk2mpq6xmvhjh578lzky4u2jce6k6hmj23zdr8wzt38pf3a4ve0qj4pkd6,1669,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,Tribal,None,Tank Shirt Blue,Tactical Pants Green,Radio,Desert,Nano Meds,Resilience,,,10,2179,3782,1963,20,20,2.03,0,3,0,0,0,0,1,0,10,10,3,0,1,6,1,0,0,0,0,2,3
CEA-2d29f9-24,CEA-2d29f9,Genesis Cantina Elrond Ape #846,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/846.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7e888652,erd1cse07mtetmd273mcf40ukqx7vugtfx32r2a4ayadjfx063p5m7nsfr3ymk,618,Genesis Cantina Elrond Ape,Silver,Default,Grey Open,Augmented,Monolaser,Pacifier,None,Tennis Headband,Tactical Vest Blue,Tactical Pants Blue,Tech Belt Black,Artic,Scavenger,Automatic Weapons Proficiency,,,1,0,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
CEA-2d29f9-25,CEA-2d29f9,Genesis Cantina Elrond Ape #1662,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1662.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d0e522a8,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1809,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Monolaser,Cigar,None,None,Tank Shirt Green,Tactical Pants Green,None,Desert,Brawler,Hodler,,,7,36,3240,1681,5,5,1.6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
CEA-2d29f9-26,CEA-2d29f9,Genesis Cantina Elrond Ape #1481,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1481.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e2f07fff,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1241,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Love Glasses,Bubble Gum,None,None,Tank Shirt Red,Company Pants Black,Tactical Bags Yellow,Desert,Galvanized,Perseverance,,,1,19,2600,1350,0,0,1.0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
CEA-2d29f9-27,CEA-2d29f9,Genesis Cantina Elrond Ape #1086,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1086.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-985c5bba,erd1nxs20z6xwtxeqgdk8dal4kypx58u342qfar4schjvx02upvatadscsrfyv,1398,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,None,None,None,Dandy,T Shirt Orange,Company Pants Yellow,Titan Bags Brown,Artic,Cool Moves,Resilience,,,4,59,2940,1523,0,0,1.27,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0
CEA-2d29f9-28,CEA-2d29f9,Genesis Cantina Elrond Ape #1871,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1871.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a729b3a6,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1818,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,Punk,None,Tank Shirt Green,Pilot Pants White,Company Bags Black,Desert,Galvanized,Adrenaline Rush,,,4,24,2832,1469,0,0,1.27,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-29,CEA-2d29f9,Genesis Cantina Elrond Ape #1434,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1434.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8b4c95be,erd1pdxw9f9ah05zw80y9s7433ae6egl3a3z2srwenzpg0vaggzxhdyqy9svzx,1836,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,None,Party Blower,Punk,None,Tank Shirt Red,Tactical Pants Green,None,Desert,Resilience,Grounded,,,6,614,3088,1602,0,0,1.48,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-2a,CEA-2d29f9,Genesis Cantina Elrond Ape #1029,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1029.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-13e6cea1,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,687,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Cyborg,Pacifier,None,Viking,Company Armor Black,Mercenary Pants Red,Tech Belt Orange,Artic,Automatic Weapons Proficiency,Scavenger,,,3,6,2836,1469,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
CEA-2d29f9-2b,CEA-2d29f9,Genesis Cantina Elrond Ape #1795,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1795.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9fe54c37,erd1gy0x087as37k58g5qvf42xnl98zs4dnde4073vaneeu8y983ldasduqa5q,1830,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,Punk,None,Default,Pilot Pants White,Company Bags Green,Desert,Cool Moves,Escape Artist,,,4,15,2832,1469,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
CEA-2d29f9-2c,CEA-2d29f9,Genesis Cantina Elrond Ape #1037,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1037.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-96a821d9,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1878,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,None,None,None,None,T Shirt Red,Tactical Pants Orange,Tactical Bags Yellow,Artic,Precision Weapons Proficiency,Escape Artist,,,2,16,2754,1427,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0
CEA-2d29f9-2d,CEA-2d29f9,Genesis Cantina Elrond Ape #1378,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1378.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ea3c09f6,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1118,Genesis Cantina Elrond Ape,Silver,Default,Red Open,Red,Monolaser,Bone,None,None,T Shirt Blue,Mercenary Pants Black,Titan Bags Black,Artic,Galvanized,Grounded,,,3,10,2836,1469,0,0,1.17,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-2e,CEA-2d29f9,Genesis Cantina Elrond Ape #12,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/12.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4ed8cef3,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,77,Genesis Cantina Elrond Ape,Legendary,Default,Zombie Closed,Zombie,MetaScreen Matrix,None,Punk,Wizzard,Titan Armor Mk.2 Red,Titan Pants Orange,Mortars Green,Neon,Grounded,Overachiever,,,15,7595,5695,3312,45,45,3.01,13,0,10,0,1,1,2,2,2,2,4,2,2,4,2,3,0,0,0,0,0
CEA-2d29f9-2f,CEA-2d29f9,Genesis Cantina Elrond Ape #1355,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1355.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4aea5ae5,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1128,Genesis Cantina Elrond Ape,Silver,Default,Grey Closed,Augmented,None,None,None,Black Beanie,Pilot Armor Brown,Company Pants Red,Dual Grenades 2 Orange,Artic,Scavenger,Brawler,,,6,2366,2836,1469,0,0,1.17,1,1,0,0,1,1,1,0,1,1,1,1,0,10,1,10,0,0,0,0,0
CEA-2d29f9-30,CEA-2d29f9,Genesis Cantina Elrond Ape #1635,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1635.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-fa9d3ce0,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1478,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Cyborg,None,Punk,None,Hoodie Brown,Pilot Pants White,Titan Bags Green,Desert,Explosive Weapons Proficiency,Resilience,,,2,130,2652,1376,0,0,1.08,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0
CEA-2d29f9-31,CEA-2d29f9,Genesis Cantina Elrond Ape #1873,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1873.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a94702c6,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,2007,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,Bandolier,Company Pants Black,Tactical Bags Brown,Desert,Scatter Weapons Proficiency,Escape Artist,,,4,101,2832,1469,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0
CEA-2d29f9-32,CEA-2d29f9,Genesis Cantina Elrond Ape #1566,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1566.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e873140d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1740,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,Steampunk,None,None,None,Bandolier,Tactical Pants Black,Tactical Bags Blue,Desert,Cold Blooded,Escape Artist,,,2,40,2652,1376,0,0,1.08,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
CEA-2d29f9-33,CEA-2d29f9,Genesis Cantina Elrond Ape #253,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/253.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1b43a02f,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,134,Genesis Cantina Elrond Ape,Epic,Default,Zombie Closed,Zombie,Monolaser,Mustache,None,Black Beanie,Pilot Armor Black,Cyborg Legs Red,Tech Belt Brown,Outworld,Automatic Weapons Proficiency,Overshield,,,10,2200,4218,2322,20,20,2.03,1,1,0,0,3,11,1,1,0,0,5,2,4,0,1,0,10,0,0,0,0
CEA-2d29f9-34,CEA-2d29f9,Genesis Cantina Elrond Ape #840,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/840.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8bf1ac05,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1530,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,None,Lollipop,None,None,Tactical Vest Black,Tactical Pants Blue,Ammo Belt,Artic,Elemental Weapons Proficiency,Galvanized,,,3,34,2836,1469,0,0,1.17,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
CEA-2d29f9-35,CEA-2d29f9,Genesis Cantina Elrond Ape #2110,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2110.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b4b35e79,erd1rmts2vmnzklf4rp2az7d30v3y6jnmp46fq3q7e6kmz2qy8hwgg2qy0zggc,1440,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,Cybermeta Tokyo,None,Punk,None,T Shirt Orange,Tactical Pants Black,Tactical Bags Yellow,Desert,Explosive Weapons Proficiency,Adrenaline Rush,,,3,73,2731,1417,0,0,1.17,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CEA-2d29f9-36,CEA-2d29f9,Genesis Cantina Elrond Ape #275,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/275.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ae1feca0,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,282,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,Monolaser,Wheat,Punk,Wizzard,Pilot Armor Brown,Rogue Pants Green,Pilot Bags Green,Outworld,Hodler,Black Widow,,,20,0,7089,3902,70,70,4.47,4,10,0,0,2,4,13,2,3,3,4,3,4,1,9,4,0,0,0,0,0
CEA-2d29f9-37,CEA-2d29f9,Genesis Cantina Elrond Ape #1135,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1135.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-febcf526,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1082,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,None,Wheat,None,Black Beanie,Large Vest Orange,Rogue Pants Red,Titan Bags Blue,Artic,Precision Weapons Proficiency,Black Widow,,,3,329,2836,1469,0,0,1.17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CEA-2d29f9-38,CEA-2d29f9,Genesis Cantina Elrond Ape #906,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/906.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-3c5b6a76,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,905,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,Love Glasses,None,None,Red Dad Hat,Tank Shirt Red,Pilot Pants Green,Dual Grenades 2 Green,Artic,Adrenaline Rush,Escape Artist,,,3,6,2836,1469,0,0,1.17,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
CEA-2d29f9-39,CEA-2d29f9,Genesis Cantina Elrond Ape #99,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/99.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-604adb11,erd1xn560r77w6gt58t9q2xk9y5hlukswqmjplty5wn73eleg7snv59snhls6z,57,Genesis Cantina Elrond Ape,Legendary,Augmented,Zombie Open,Zombie,MetaScreen Matrix,Pacifier,None,Tennis Headband,Cyborg Body Orange,Pilot Pants Green,Company Bags Blue,Neon,Elemental Weapons Proficiency,Automatic Weapons Proficiency,,,10,7506,4365,2538,20,20,2.03,2,0,0,0,0,0,2,2,4,0,3,1,0,2,4,0,10,0,0,0,10
CEA-2d29f9-3a,CEA-2d29f9,Genesis Cantina Elrond Ape #1971,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1971.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b9318b7f,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1870,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,Tank Shirt Orange,Pilot Pants White,Tactical Bags Green,Desert,Elemental Weapons Proficiency,Scavenger,,,7,534,3240,1681,5,5,1.6,1,0,0,0,0,0,0,2,1,0,0,0,0,10,0,1,0,0,0,0,10
CEA-2d29f9-3b,CEA-2d29f9,Genesis Cantina Elrond Ape #1932,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1932.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b5544ed1,erd1m5v93l7dza2h7us8t4m24zp7aul9706e9c5j7hynppmtdx5vfdts569yfg,1703,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Bone,None,None,Leather Vest Black,Pilot Pants Black,Tactical Bags Brown,Desert,Cool Moves,Escape Artist,,,2,9,2652,1376,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
CEA-2d29f9-3c,CEA-2d29f9,Genesis Cantina Elrond Ape #731,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/731.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-00c448c1,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,1168,Genesis Cantina Elrond Ape,Gold,Default,Platinum Closed,Platinum,Zorro Mask,None,None,None,Tactical Vest Blue,Pilot Pants White,Company Bags Black,Golden,Brawler,Stonewall,EGLD,10.0,1,0,2800,1500,0,0,1.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
CEA-2d29f9-3d,CEA-2d29f9,Genesis Cantina Elrond Ape #2039,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2039.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-3284c0ec,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1275,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Love Glasses,Bubble Gum,None,None,Large Vest Blue,Company Pants Black,Tactical Bags Brown,Desert,Black Widow,Adrenaline Rush,,,5,2208,2951,1531,0,0,1.37,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-3e,CEA-2d29f9,Genesis Cantina Elrond Ape #509,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/509.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-44dc715c,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,527,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,Green Visor,Party Blower,None,Wizzard,Mercenary Armor Mk.2 Blue,Rogue Pants Red,Company Bags Black,Golden,Hodler,Precision Weapons Proficiency,,,6,2494,3325,1779,0,0,1.48,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
